,Unnamed: 0,State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,lat,long,lat,long
1492,1492,ABIA,ABA NORTH,EZIAMA,01-01-01-037,ABIA PLOY XX,12,28,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618226/result_160710_1677612083_thumb.jpg,5.1288464,7.361447,,
1493,1493,ABIA,ABA NORTH,EZIAMA,01-01-01-041,ABIA PLOY XXIV,34,68,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,31,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618230/result_160714_1677612625_thumb.jpg,5.1288464,7.361447,,
1499,1499,ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-032,OLD POST OFFICE VIII,2,6,TRUE,-1,FALSE,TRUE,TRUE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/126592/126592-1677678602.pdf,5.1189707,7.3759671,,
1500,1500,ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-033,OLD POST OFFICE PREM. IX,2,6,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,88,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17527/pu/126593/126593-1677612312.pdf,5.1189707,7.3759671,,
1506,1506,ABIA,ABA NORTH,INDUSTRIAL AREA,01-01-02-045,NGWA CULTURAL HALL VII,30,55,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,28,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/045/045-1677384053.pdf,5.1268221,7.3678624,,
1514,1514,ABIA,ABA NORTH,OSUSU I,01-01-03-029,OSUSU RD. PRI. SCH. PREM XIV,102,224,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,97,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618286/result_160804_1677691739_thumb.jpg,5.1138499,7.3561285,,
1515,1515,ABIA,ABA NORTH,OSUSU I,01-01-03-030,OSUSU RD. PRI. SCH. PREM XV,95,194,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,90,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618287/result_160805_1677685567_thumb.jpg,5.1138499,7.3561285,,
1516,1516,ABIA,ABA NORTH,OSUSU I,01-01-03-031,BTC PREMISES VIII,55,109,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,55,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618288/result_160806_1677683634_thumb.jpg,5.1172098,7.3604339,,
1521,1521,ABIA,ABA NORTH,OSUSU I,01-01-03-039,BTC PREMISES XVI,61,118,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,58,1,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618296/result_160814_1677683216_thumb.jpg,5.1172098,7.3604339,,
1522,1522,ABIA,ABA NORTH,OSUSU I,01-01-03-041,BTC PREMISES XVIII,94,177,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,93,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618298/result_160816_1677686428_thumb.jpg,5.1172098,7.3604339,,
1523,1523,ABIA,ABA NORTH,OSUSU I,01-01-03-042,BTC PREMISES XIX,85,175,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,84,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618299/result_160817_1677690841_thumb.jpg,5.1172098,7.3604339,,
1524,1524,ABIA,ABA NORTH,OSUSU I,01-01-03-044,OKIGWE RD PRI. SCH. PREM X,62,138,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618301/result_160819_1677689104_thumb.jpg,5.1180057,7.3614532,,
1525,1525,ABIA,ABA NORTH,OSUSU II,01-01-04-019,OSUSU SEC. SCHOOL VIII,2,27,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,15,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618303/result_160839_1677491588_thumb.jpg,5.1196368,7.3510712,,
1531,1531,ABIA,ABA NORTH,OSUSU II,01-01-04-027,BRIGHT WAY NURSARY SCHOOL IX,0,22,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,6,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618311/result_160847_1677494452_thumb.jpg,5.1205585,7.3503054,,
1535,1535,ABIA,ABA NORTH,OSUSU II,01-01-04-032,BRIGHT WAY NURSARY SCHOOL XIV,74,169,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,71,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618316/result_160852_1677487896_thumb.jpg,5.1205585,7.3503054,,
1536,1536,ABIA,ABA NORTH,OSUSU II,01-01-04-033,BRIGHT WAY NURSARY SCHOOL XV,89,170,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,85,1,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618317/result_160853_1677489887_thumb.jpg,5.1205585,7.3503054,,
1537,1537,ABIA,ABA NORTH,OSUSU II,01-01-04-034,BRIGHT WAY NURSARY SCHOOL XVI,24,70,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,24,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618318/result_160854_1677489575_thumb.jpg,5.1205585,7.3503054,,
1542,1542,ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-026,ST EUGENE PRIMARY SCHOOL IX,34,60,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,32,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/026/026-1677418351.pdf,5.1112343,7.3525258,,
1543,1543,ABIA,ABA NORTH,ST.EUGENES BY OKIGWE RD.,01-01-05-027,ST EUGENES PRIMARY SCHOOL X,53,113,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,53,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/027/027-1677420607.pdf,5.1167706,7.3626237,,
1548,1548,ABIA,ABA NORTH,UMUOGOR,01-01-12-023,UMUOGOR COUNCIL HALL I,7,13,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,7,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618331/result_161175_1677515147_thumb.jpg,5.1113123,7.4591348,,
1549,1549,ABIA,ABA NORTH,UMUOLA,01-01-08-026,FED. PRI. HEALTH CENT. UMUOLA,2,4,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,1,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618333/result_160986_1677501711_thumb.jpg,5.1233638,7.3874505,,
1550,1550,ABIA,ABA NORTH,UMUOLA,01-01-08-027,UMUOLA EGBELU HALL V,82,358,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,2,78,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618334/result_160987_1677503066_thumb.jpg,5.1234026,7.3822466,,
1553,1553,ABIA,ABA NORTH,UMUOLA,01-01-08-031,UMUOLA EGBELU HALL IX,121,461,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,118,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618338/result_160991_1677500865_thumb.jpg,5.1234026,7.3822466,,
1558,1558,ABIA,ABA NORTH,UMUOLA,01-01-08-037,UDOGU UMUOLA SQUARE I,3,7,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,3,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618344/result_160997_1677498185_thumb.jpg,5.1174141,7.3944855,,
1561,1561,ABIA,ABA NORTH,UMUOLA,01-01-08-040,UDOGU UMUOLA SQUARE IV,0,3,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618347/result_161000_1677501333_thumb.jpg,5.1174141,7.3944855,,
1563,1563,ABIA,ABA NORTH,UMUOLA,01-01-08-042,UDOGU VILLAGE SQUARE VI,1,1,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,1,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618349/result_161002_1677500761_thumb.jpg,5.1233638,7.3874505,,
1565,1565,ABIA,ABA NORTH,URATTA,01-01-06-039,URATTA COUNCIL HALL XX,47,193,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,44,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618351/result_160922_1677594360_thumb.jpg,5.1268221,7.3678624,,
1572,1572,ABIA,ABA NORTH,URATTA,01-01-06-035,UMUOGBUJI COUNCIL HALL III,12,29,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,11,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618360/result_160918_1677684625_thumb.jpg,5.1268221,7.3678624,,
1573,1573,ABIA,ABA NORTH,URATTA,01-01-06-036,UMUOGBUJI URATTA COUNCIL HALL IV,11,36,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,9,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618361/result_160919_1677684694_thumb.jpg,5.0884419,7.332753,,
1574,1574,ABIA,ABA NORTH,URATTA,01-01-06-038,URATTA COUNCIL HALL XIX,50,248,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,48,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618363/result_160921_1677684878_thumb.jpg,5.1268221,7.3678624,,
1575,1575,ABIA,ABA NORTH,URATTA,01-01-06-040,URATTA COUNCIL HALL XXI,28,167,TRUE,-1,FALSE,FALSE,TRUE,FALSE,UNKNOWN,0,28,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618364/result_160923_1677685013_thumb.jpg,5.1268221,7.3678624,,
1578,1578,ABIA,ABA SOUTH,ABA RIVER,01-02-11-030,ETCHE ROAD PRIMARY SCHOOL. X,9,17,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,9,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618368/result_161639_1677512732_thumb.jpg,5.1008557,7.3828711,,
1583,1583,ABIA,ABA SOUTH,ABA RIVER,01-02-11-035,OBIORA ROAD PRIMARY SCHOOL VIII,35,66,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,34,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618373/result_161644_1677511922_thumb.jpg,5.1004711,7.3841429,,
1587,1587,ABIA,ABA SOUTH,ABA TOWN HALL,01-02-12-024,ABA TOWN HALL  VII,80,584,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,79,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618381/result_161673_1677753435_thumb.jpg,5.1139988,7.3726181,,
1590,1590,ABIA,ABA SOUTH,ABA TOWN HALL,01-02-12-028,ABA TOWN HALL XI,73,598,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,71,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3104/ward/17549/pu/126950/126950-1677507386.pdf,5.1139988,7.3726181,,
1594,1594,ABIA,ABA SOUTH,ABA TOWN HALL,01-02-12-033,ABA TOWN HALL  XVI,91,229,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/12/pu/033/033-1677378660.pdf,5.1139988,7.3726181,,
1616,1616,ABIA,ABA SOUTH,ASA,01-02-02-033,AWKA ETITI HALL V,2,8,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,2,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/02/pu/033/033-1677409998.pdf,6.0288111,6.9584922,,
1620,1620,ABIA,ABA SOUTH,ASA,01-02-02-037,UKPOR HALL III,22,35,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,2,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618419/result_161270_1677507677_thumb.jpg,5.1049207,7.3611092,,
1625,1625,ABIA,ABA SOUTH,EKEOHA,01-02-08-033,UNUBI DEVELOPMENT UNION HALL IV,22,38,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,21,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/08/pu/033/033-1677370271.pdf,5.100931,7.3639971,,
1628,1628,ABIA,ABA SOUTH,EKEOHA,01-02-08-037,NGWA ROAD PRIMARY SCHOOL X,3,4,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,3,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/08/pu/037/037-1677398926.pdf,5.1005513,7.3662617,,
1631,1631,ABIA,ABA SOUTH,ENYIMBA,01-02-03-029,OKPOJIAKU CIVIC CENTRE  I,8,13,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,8,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618436/result_161299_1677518787_thumb.jpg,5.0933653,7.3543566,,
1632,1632,ABIA,ABA SOUTH,ENYIMBA,01-02-03-030,OKPOJIAKU CIVIC CENTRE  II,2,4,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,2,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618437/result_161300_1677520770_thumb.jpg,5.0933653,7.3543566,,
1641,1641,ABIA,ABA SOUTH,ENYIMBA,01-02-03-039,MBUTU MBAISE HALL III,12,30,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,9,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618446/result_161309_1677520354_thumb.jpg,5.5379261,7.286868,,
1643,1643,ABIA,ABA SOUTH,ENYIMBA,01-02-03-043,ENUGU EZIKE HALL III,0,0,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3104/ward/17540/pu/126808/126808-1677595186.pdf,5.094316,7.3543216,,
1644,1644,ABIA,ABA SOUTH,ENYIMBA,01-02-03-044,ENUGU EZIKE HALL IV,0,0,TRUE,-1,FALSE,FALSE,TRUE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3104/ward/17540/pu/126809/126809-1677594630.pdf,5.094316,7.3543216,,
1656,1656,ABIA,ABA SOUTH,EZIUKWU,01-02-01-041,OKIGWE ROAD PRIMARY SCHOOL XII,52,82,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,51,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618467/result_161217_1677531421_thumb.jpg,5.1081244,7.3651499,,
1657,1657,ABIA,ABA SOUTH,EZIUKWU,01-02-01-044,EZIUKWU VILLAGE HALL V,19,58,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,165,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618470/result_161220_1677532746_thumb.jpg,5.1050134,7.3530062,,
1662,1662,ABIA,ABA SOUTH,EZIUKWU,01-02-01-051,EBENATOR HALL IV (57 OMUMA ROAD),40,75,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,40,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618477/result_161227_1677506609_thumb.jpg,5.1079215,7.3550758,,
1667,1667,ABIA,ABA SOUTH,GLOUCESTER,01-02-09-030,MARKET ROAD PRIMARY SCHOOL XIII,34,123,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,33,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/09/pu/030/030-1677417560.pdf,5.1067614,7.376727,,
1668,1668,ABIA,ABA SOUTH,GLOUCESTER,01-02-09-033,MARKET ROAD PRIMARY SCHOOL XVI,84,160,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,81,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/09/pu/033/033-1677388970.pdf,5.1067614,7.376727,,
1707,1707,ABIA,ABA SOUTH,NGWA,01-02-04-061,UGO COMMERCIAL COLLEGE IV,20,40,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,16,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/04/pu/061/061-1677393405.pdf,5.0702604,7.3408535,,
1708,1708,ABIA,ABA SOUTH,NGWA,01-02-04-062,UGO COMMERCIAL COLLEGE IV,20,40,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,24,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/04/pu/061/061-1677393405.pdf,5.0702604,7.3408535,,
1715,1715,ABIA,ABA SOUTH,OHAZU I,01-02-05-032,UMUEME VILLAGE HALL I,3,8,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,1,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618550/result_161421_1677513252_thumb.jpg,5.0929325,7.3921795,,
1720,1720,ABIA,ABA SOUTH,OHAZU I,01-02-05-037,AGULANNA ROAD PRIMARY SCHOOL IX,5,12,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,5,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618555/result_161426_1677503899_thumb.jpg,5.0932571,7.3850017,,
1740,1740,ABIA,AROCHUKWU,ELEOHA IHECHIOWA,01-03-08-020,ACHARA (V) AWADA NDI EGBE,18,91,TRUE,-1,FALSE,FALSE,TRUE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618592/result_161831_1677527247_thumb.jpg,5.4945206,7.9092438,,
1741,1741,ABIA,AROCHUKWU,IKWUN IHECHIOWA,01-03-07-017,"AGBO TOWN HALL,ATAN IHECHIOWA",134,353,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,122,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618593/result_161810_1677514300_thumb.jpg,5.4553794,7.876984,,
1742,1742,ABIA,AROCHUKWU,IKWUN IHECHIOWA,01-03-07-018,UMUZOMGBO MARKET SQUARE,88,160,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,78,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618594/result_161811_1677514348_thumb.jpg,5.4606153,7.8932512,,
1749,1749,ABIA,AROCHUKWU,OVUKWU,01-03-01-016,"OVUKWU CENTRAL MARKET,NDI OJI ABAM",17,49,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,15,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618609/result_161710_1677523011_thumb.jpg,5.5005193,7.7742702,,
1757,1757,ABIA,BENDE,ITEM A,01-04-06-018,AMA-UGBA COMMUNITY HALL,4,4,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,3,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618622/result_161978_1677565579_thumb.jpg,5.7519351,7.6873706,,
1758,1758,ABIA,BENDE,ITEM A,01-04-06-019,EZIUFU VILLAGE SQUARE,82,206,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,78,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618623/result_161979_1677565718_thumb.jpg,5.7519351,7.6873706,,
1770,1770,ABIA,IKWUANO,ARIAM,01-05-09-011,OBEAMA ARIAM MODEL SCHOOL-OBEAMA,15,51,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,11,1,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618638/result_162219_1677504470_thumb.jpg,5.351964,7.606,,
1771,1771,ABIA,IKWUANO,IBERE I,01-05-03-009,IHIM COMMUNITY SCHOOL II,90,157,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,4,79,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618639/result_162130_1677499362_thumb.jpg,5.4665441,7.5843171,,
1772,1772,ABIA,IKWUANO,IBERE I,01-05-03-010,AMURO MARKET SQUARE I,26,43,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,23,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618640/result_162131_1677499596_thumb.jpg,5.4658683,7.5863496,,
1773,1773,ABIA,IKWUANO,IBERE I,01-05-03-011,IBERENTA COMMUNITY SCHOOL III,70,150,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,52,13,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618641/result_162132_1677500107_thumb.jpg,5.4415774,7.618369,,
1774,1774,ABIA,IKWUANO,IBERE I,01-05-03-012,INYILA COMMUNITY SCHOOL II,17,34,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,16,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618642/result_162133_1677500499_thumb.jpg,5.4344425,7.6089725,,
1776,1776,ABIA,IKWUANO,IBERE II,01-05-04-012,ITUNTA OBUORO COMMUNITY SCHOOL II,117,374,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,6,102,4,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618644/result_162147_1677503198_thumb.jpg,5.4492785,7.6388758,,
1777,1777,ABIA,IKWUANO,OBORO I,01-05-05-009,AMAWOM COMMUNITY SCHOOL III,212,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,203,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618645/result_162160_1677500434_thumb.jpg,5.4629676,7.5585776,,
1778,1778,ABIA,IKWUANO,OBORO I,01-05-05-010,AGBOMMIRI TOWN HALL,151,244,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,142,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618646/result_162161_1677500654_thumb.jpg,5.4876268,7.5626411,,
1779,1779,ABIA,IKWUANO,OBORO I,01-05-05-011,UMUGBALU COMMUNITY SCHOOL II,159,591,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,145,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618647/result_162162_1677500848_thumb.jpg,5.4516436,7.5625899,,
1780,1780,ABIA,IKWUANO,OBORO I,01-05-05-012,AMAWOM CENTRAL SCHOOL II,57,146,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,38,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618648/result_162163_1677501080_thumb.jpg,5.4629676,7.5585776,,
1782,1782,ABIA,IKWUANO,OBORO I,01-05-05-014,AHIAMA UMUARIAGA MARKET,36,67,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,31,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618650/result_162165_1677501490_thumb.jpg,5.4809596,7.5469512,,
1783,1783,ABIA,IKWUANO,OLOKO I,01-05-01-013,OLOKO COMMUNITY SCHOOL OLOKO II,31,76,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,25,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618651/result_162104_1677502021_thumb.jpg,5.3725942,7.5362556,,
1787,1787,ABIA,IKWUANO,OLOKO I,01-05-01-017,OGWUMABIRI  MARKET SQAURE - AMAPU I,37,58,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,29,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618655/result_162108_1677504112_thumb.jpg,5.3787963,7.5355555,,
1790,1790,ABIA,IKWUANO,OLOKO II,01-05-02-011,NDI  NKEITA SETTLEMENT,75,168,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,4,58,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618658/result_162121_1677505047_thumb.jpg,5.3317397,7.5626411,,
1792,1792,ABIA,IKWUANO,IBERE I,01-05-03-014,AMURO MARKET SQUARE II,9,24,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,7,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618660/result_162135_1677501511_thumb.jpg,5.4658683,7.5863496,,
1797,1797,ABIA,IKWUANO,OBORO II,01-05-06-011,UMUDIKE COMMUNITY SCHOOL III,85,143,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,77,3,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618665/result_162176_1677506910_thumb.jpg,5.4701294,7.5463793,,
1800,1800,ABIA,IKWUANO,OBORO II,01-05-06-014,NATIONAL ROOT CROPS RESEARCH INSTITUTE UMUDIKE II,159,417,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,157,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618668/result_162179_1677508580_thumb.jpg,5.4760956,7.5477259,,
1801,1801,ABIA,IKWUANO,OBORO II,01-05-06-015,"FEDERAL UNIVERSITY OF AGRIC,UMUDIKE IV",252,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,244,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618669/result_162180_1677508968_thumb.jpg,5.4728744,7.5479576,,
1802,1802,ABIA,IKWUANO,OBORO II,01-05-06-016,"FEDERAL UNIVERSITY OF AGRIC,UMUDIKE V",229,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,218,1,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618670/result_162181_1677509252_thumb.jpg,5.4728744,7.5479576,,
1806,1806,ABIA,IKWUANO,ARIAM,01-05-09-015,NDI OKAA TOWN HALL,45,85,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,35,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618674/result_162223_1677506253_thumb.jpg,5.3599189,7.6185384,,
